,instant,dteday,season,temp,hum,windspeed
15435,15436,2012-10-10,4,0.5,0.77,0.1642
15436,15437,2012-10-10,4,0.54,0.6,0.2836
15437,15438,2012-10-10,4,0.56,0.52,0.2985
15438,15439,2012-10-10,4,0.54,0.52,0.194
15439,15440,2012-10-10,4,0.54,0.56,0.2239
15440,15441,2012-10-10,4,0.56,0.49,0.0
15441,15442,2012-10-10,4,0.6,0.4,0.1642
15442,15443,2012-10-10,4,0.6,0.4,0.1642
15443,15444,2012-10-10,4,0.6,0.4,0.2239
15444,15445,2012-10-10,4,0.58,0.43,0.2239
15445,15446,2012-10-10,4,0.56,0.49,0.1642
15446,15447,2012-10-10,4,0.56,0.46,0.5821
15447,15448,2012-10-10,4,0.52,0.48,0.4925
15448,15449,2012-10-10,4,0.5,0.51,0.3582
15449,15450,2012-10-10,4,0.46,0.55,0.2985
15450,15451,2012-10-10,4,0.44,0.58,0.194
15451,15452,2012-10-11,4,0.44,0.51,0.1343
15452,15453,2012-10-11,4,0.44,0.47,0.194
15453,15454,2012-10-11,4,0.42,0.5,0.1343
15454,15455,2012-10-11,4,0.42,0.47,0.2985
15455,15456,2012-10-11,4,0.4,0.5,0.2537
15456,15457,2012-10-11,4,0.36,0.5,0.1642
15457,15458,2012-10-11,4,0.36,0.5,0.1642
15458,15459,2012-10-11,4,0.36,0.5,0.2537
15459,15460,2012-10-11,4,0.38,0.46,0.3881
15460,15461,2012-10-11,4,0.4,0.43,0.3881
15461,15462,2012-10-11,4,0.44,0.41,0.3582
15462,15463,2012-10-11,4,0.46,0.36,0.0
15463,15464,2012-10-11,4,0.46,0.36,0.0
15464,15465,2012-10-11,4,0.5,0.31,0.1045
15465,15466,2012-10-11,4,0.52,0.32,0.0896
15466,15467,2012-10-11,4,0.52,0.34,0.1642
15467,15468,2012-10-11,4,0.5,0.36,0.1343
15468,15469,2012-10-11,4,0.5,0.39,0.2836
15469,15470,2012-10-11,4,0.46,0.44,0.1642
15470,15471,2012-10-11,4,0.44,0.51,0.1343
15471,15472,2012-10-11,4,0.42,0.62,0.1642
15472,15473,2012-10-11,4,0.42,0.62,0.1343
15473,15474,2012-10-11,4,0.4,0.66,0.1642
15474,15475,2012-10-11,4,0.42,0.58,0.0896
15475,15476,2012-10-12,4,0.4,0.66,0.1045
15476,15477,2012-10-12,4,0.4,0.66,0.0896
15477,15478,2012-10-12,4,0.4,0.66,0.0896
15478,15479,2012-10-12,4,0.36,0.76,0.0896
15479,15480,2012-10-12,4,0.36,0.76,0.1045
15480,15481,2012-10-12,4,0.36,0.81,0.0896
15481,15482,2012-10-12,4,0.34,0.81,0.0896
15482,15483,2012-10-12,4,0.36,0.81,0.0896
15483,15484,2012-10-12,4,0.42,0.71,0.0896
15484,15485,2012-10-12,4,0.5,0.39,0.2985
15485,15486,2012-10-12,4,0.52,0.36,0.2985
15486,15487,2012-10-12,4,0.54,0.37,0.3582
15487,15488,2012-10-12,4,0.54,0.39,0.4627
15488,15489,2012-10-12,4,0.56,0.37,0.3881
15489,15490,2012-10-12,4,0.56,0.37,0.4627
15490,15491,2012-10-12,4,0.52,0.42,0.4478
15491,15492,2012-10-12,4,0.46,0.41,0.3582
15492,15493,2012-10-12,4,0.46,0.38,0.3881
15493,15494,2012-10-12,4,0.44,0.38,0.2985
15494,15495,2012-10-12,4,0.42,0.41,0.2239
15495,15496,2012-10-12,4,0.42,0.47,0.1343
15496,15497,2012-10-12,4,0.4,0.54,0.194
15497,15498,2012-10-12,4,0.4,0.47,0.2985
15498,15499,2012-10-12,4,0.36,0.57,0.194
15499,15500,2012-10-13,4,0.36,0.57,0.0896
15500,15501,2012-10-13,4,0.34,0.53,0.1343
15501,15502,2012-10-13,4,0.34,0.53,0.194
15502,15503,2012-10-13,4,0.32,0.66,0.2239
15503,15504,2012-10-13,4,0.3,0.65,0.1642
15504,15505,2012-10-13,4,0.3,0.61,0.194
15505,15506,2012-10-13,4,0.3,0.61,0.194
15506,15507,2012-10-13,4,0.3,0.61,0.1642
15507,15508,2012-10-13,4,0.34,0.53,0.1045
15508,15509,2012-10-13,4,0.36,0.5,0.0896
15509,15510,2012-10-13,4,0.4,0.43,0.0
15510,15511,2012-10-13,4,0.42,0.35,0.1343
15511,15512,2012-10-13,4,0.44,0.35,0.0
15512,15513,2012-10-13,4,0.46,0.36,0.194
15513,15514,2012-10-13,4,0.48,0.33,0.194
15514,15515,2012-10-13,4,0.5,0.36,0.194
15515,15516,2012-10-13,4,0.5,0.31,0.194
15516,15517,2012-10-13,4,0.46,0.38,0.1642
15517,15518,2012-10-13,4,0.46,0.44,0.1343
15518,15519,2012-10-13,4,0.44,0.44,0.1642
15519,15520,2012-10-13,4,0.4,0.54,0.0896
15520,15521,2012-10-13,4,0.4,0.58,0.194
15521,15522,2012-10-13,4,0.4,0.62,0.0
15522,15523,2012-10-13,4,0.42,0.58,0.2985
15523,15524,2012-10-14,4,0.4,0.71,0.2537
15524,15525,2012-10-14,4,0.42,0.77,0.2836
15525,15526,2012-10-14,4,0.4,0.76,0.0896
15526,15527,2012-10-14,4,0.42,0.77,0.2985
15527,15528,2012-10-14,4,0.42,0.77,0.2836
15528,15529,2012-10-14,4,0.4,0.82,0.194
15529,15530,2012-10-14,4,0.4,0.82,0.1642
15530,15531,2012-10-14,4,0.42,0.82,0.2239
15531,15532,2012-10-14,4,0.44,0.77,0.194
15532,15533,2012-10-14,4,0.48,0.67,0.2836
15533,15534,2012-10-14,4,0.54,0.56,0.194
15534,15535,2012-10-14,4,0.56,0.52,0.2985
15535,15536,2012-10-14,4,0.62,0.46,0.3284
15536,15537,2012-10-14,4,0.64,0.41,0.4478
15537,15538,2012-10-14,4,0.66,0.39,0.4179
15538,15539,2012-10-14,4,0.66,0.39,0.4179
15539,15540,2012-10-14,4,0.64,0.41,0.2985
15540,15541,2012-10-14,4,0.64,0.44,0.194
15541,15542,2012-10-14,4,0.58,0.6,0.2537
15542,15543,2012-10-14,4,0.56,0.64,0.2239
15543,15544,2012-10-14,4,0.54,0.73,0.2239
15544,15545,2012-10-14,4,0.56,0.73,0.4478
15545,15546,2012-10-14,4,0.56,0.73,0.3881
15546,15547,2012-10-14,4,0.56,0.68,0.2836
15547,15548,2012-10-15,4,0.56,0.73,0.2537
15548,15549,2012-10-15,4,0.58,0.64,0.3881
15549,15550,2012-10-15,4,0.58,0.64,0.3582
15550,15551,2012-10-15,4,0.56,0.73,0.2537
15551,15552,2012-10-15,4,0.56,0.68,0.2239
15552,15553,2012-10-15,4,0.56,0.73,0.2836
15553,15554,2012-10-15,4,0.56,0.73,0.2985
15554,15555,2012-10-15,4,0.58,0.68,0.3284
15555,15556,2012-10-15,4,0.6,0.64,0.3881
15556,15557,2012-10-15,4,0.6,0.69,0.3881
15557,15558,2012-10-15,4,0.6,0.73,0.3881
15558,15559,2012-10-15,4,0.6,0.73,0.3881
15559,15560,2012-10-15,4,0.6,0.78,0.3284
15560,15561,2012-10-15,4,0.56,0.88,0.2239
15561,15562,2012-10-15,4,0.6,0.78,0.2836
15562,15563,2012-10-15,4,0.6,0.78,0.3284
15563,15564,2012-10-15,4,0.56,0.64,0.2985
15564,15565,2012-10-15,4,0.56,0.64,0.2537
15565,15566,2012-10-15,4,0.54,0.77,0.1343
15566,15567,2012-10-15,4,0.52,0.83,0.0896
15567,15568,2012-10-15,4,0.52,0.72,0.3881
15568,15569,2012-10-15,4,0.52,0.59,0.3284
15569,15570,2012-10-15,4,0.5,0.59,0.2836
15570,15571,2012-10-15,4,0.46,0.63,0.2239
15571,15572,2012-10-16,4,0.46,0.63,0.3881
15572,15573,2012-10-16,4,0.44,0.67,0.194
15573,15574,2012-10-16,4,0.44,0.67,0.1343
15574,15575,2012-10-16,4,0.42,0.67,0.1045
15575,15576,2012-10-16,4,0.42,0.67,0.1642
15576,15577,2012-10-16,4,0.42,0.67,0.2537
15577,15578,2012-10-16,4,0.42,0.67,0.1642
15578,15579,2012-10-16,4,0.42,0.67,0.0896
15579,15580,2012-10-16,4,0.44,0.62,0.0
15580,15581,2012-10-16,4,0.48,0.55,0.2537
15581,15582,2012-10-16,4,0.5,0.48,0.2836
15582,15583,2012-10-16,4,0.5,0.45,0.4179
15583,15584,2012-10-16,4,0.52,0.45,0.3284
15584,15585,2012-10-16,4,0.52,0.45,0.2836
15585,15586,2012-10-16,4,0.54,0.39,0.2537
15586,15587,2012-10-16,4,0.54,0.41,0.3284
15587,15588,2012-10-16,4,0.54,0.39,0.2836
15588,15589,2012-10-16,4,0.52,0.39,0.194
15589,15590,2012-10-16,4,0.5,0.42,0.1642
15590,15591,2012-10-16,4,0.48,0.48,0.0
15591,15592,2012-10-16,4,0.46,0.55,0.0
15592,15593,2012-10-16,4,0.46,0.63,0.0
15593,15594,2012-10-16,4,0.4,0.71,0.0896
15594,15595,2012-10-16,4,0.4,0.71,0.0
15595,15596,2012-10-17,4,0.38,0.76,0.0
15596,15597,2012-10-17,4,0.38,0.76,0.0
15597,15598,2012-10-17,4,0.38,0.76,0.0
15598,15599,2012-10-17,4,0.36,0.87,0.0
15599,15600,2012-10-17,4,0.36,0.81,0.0896
15600,15601,2012-10-17,4,0.36,0.81,0.0
15601,15602,2012-10-17,4,0.38,0.82,0.0
15602,15603,2012-10-17,4,0.36,0.81,0.1045
15603,15604,2012-10-17,4,0.4,0.76,0.0
15604,15605,2012-10-17,4,0.42,0.77,0.0
15605,15606,2012-10-17,4,0.46,0.67,0.0
15606,15607,2012-10-17,4,0.5,0.51,0.0896
15607,15608,2012-10-17,4,0.52,0.48,0.1642
15608,15609,2012-10-17,4,0.54,0.49,0.1343
15609,15610,2012-10-17,4,0.56,0.43,0.1642
15610,15611,2012-10-17,4,0.58,0.43,0.2239
15611,15612,2012-10-17,4,0.56,0.52,0.194
15612,15613,2012-10-17,4,0.54,0.56,0.1045
15613,15614,2012-10-17,4,0.52,0.59,0.1642
15614,15615,2012-10-17,4,0.5,0.72,0.194
15615,15616,2012-10-17,4,0.5,0.72,0.1343
15616,15617,2012-10-17,4,0.46,0.82,0.194
15617,15618,2012-10-17,4,0.46,0.88,0.2537
15618,15619,2012-10-17,4,0.46,0.88,0.2239
15619,15620,2012-10-18,4,0.46,0.88,0.194
15620,15621,2012-10-18,4,0.46,0.82,0.2239
15621,15622,2012-10-18,4,0.46,0.82,0.194
15622,15623,2012-10-18,4,0.44,0.88,0.2239
15623,15624,2012-10-18,4,0.44,0.88,0.2239
15624,15625,2012-10-18,4,0.44,0.82,0.2239
15625,15626,2012-10-18,4,0.44,0.88,0.2985
15626,15627,2012-10-18,4,0.44,0.88,0.2537
15627,15628,2012-10-18,4,0.46,0.82,0.2537
15628,15629,2012-10-18,4,0.5,0.77,0.1642
15629,15630,2012-10-18,4,0.52,0.68,0.2239
15630,15631,2012-10-18,4,0.56,0.56,0.2239
15631,15632,2012-10-18,4,0.6,0.53,0.2537
15632,15633,2012-10-18,4,0.62,0.53,0.3582
15633,15634,2012-10-18,4,0.62,0.5,0.2985
15634,15635,2012-10-18,4,0.6,0.6,0.194
15635,15636,2012-10-18,4,0.6,0.56,0.2836
15636,15637,2012-10-18,4,0.58,0.64,0.3284
15637,15638,2012-10-18,4,0.56,0.64,0.3284
15638,15639,2012-10-18,4,0.56,0.68,0.2985
15639,15640,2012-10-18,4,0.56,0.68,0.2537
15640,15641,2012-10-18,4,0.54,0.77,0.194
15641,15642,2012-10-18,4,0.54,0.83,0.194
15642,15643,2012-10-18,4,0.54,0.83,0.0
15643,15644,2012-10-19,4,0.56,0.83,0.1045
15644,15645,2012-10-19,4,0.54,0.88,0.0
15645,15646,2012-10-19,4,0.54,0.88,0.0
15646,15647,2012-10-19,4,0.56,0.83,0.0
15647,15648,2012-10-19,4,0.56,0.83,0.0
15648,15649,2012-10-19,4,0.54,0.88,0.0
15649,15650,2012-10-19,4,0.54,0.94,0.1642
15650,15651,2012-10-19,4,0.54,0.94,0.0
15651,15652,2012-10-19,4,0.54,0.94,0.1045
15652,15653,2012-10-19,4,0.54,0.94,0.1045
15653,15654,2012-10-19,4,0.58,0.88,0.194
15654,15655,2012-10-19,4,0.6,0.83,0.194
15655,15656,2012-10-19,4,0.64,0.69,0.2239
15656,15657,2012-10-19,4,0.62,0.73,0.2239
15657,15658,2012-10-19,4,0.66,0.61,0.2537
15658,15659,2012-10-19,4,0.64,0.65,0.2985
15659,15660,2012-10-19,4,0.62,0.69,0.3582
15660,15661,2012-10-19,4,0.62,0.69,0.3582
15661,15662,2012-10-19,4,0.56,0.83,0.1045
15662,15663,2012-10-19,4,0.54,0.88,0.1642
15663,15664,2012-10-19,4,0.52,0.77,0.194
15664,15665,2012-10-19,4,0.5,0.77,0.0
15665,15666,2012-10-19,4,0.5,0.77,0.0896
15666,15667,2012-10-19,4,0.46,0.88,0.1045
15667,15668,2012-10-20,4,0.46,0.82,0.1343
15668,15669,2012-10-20,4,0.46,0.72,0.1343
15669,15670,2012-10-20,4,0.44,0.77,0.1045
15670,15671,2012-10-20,4,0.42,0.77,0.1343
15671,15672,2012-10-20,4,0.44,0.72,0.0
15672,15673,2012-10-20,4,0.4,0.82,0.0
15673,15674,2012-10-20,4,0.42,0.71,0.0
15674,15675,2012-10-20,4,0.4,0.82,0.0
15675,15676,2012-10-20,4,0.46,0.67,0.1343
15676,15677,2012-10-20,4,0.5,0.59,0.1343
15677,15678,2012-10-20,4,0.52,0.52,0.1343
15678,15679,2012-10-20,4,0.54,0.52,0.2239
15679,15680,2012-10-20,4,0.56,0.46,0.1045
15680,15681,2012-10-20,4,0.56,0.43,0.1642
15681,15682,2012-10-20,4,0.56,0.4,0.0
15682,15683,2012-10-20,4,0.56,0.43,0.0
15683,15684,2012-10-20,4,0.54,0.42,0.2836
15684,15685,2012-10-20,4,0.54,0.37,0.2239
15685,15686,2012-10-20,4,0.52,0.39,0.2239
15686,15687,2012-10-20,4,0.5,0.45,0.1343
15687,15688,2012-10-20,4,0.5,0.39,0.2239
15688,15689,2012-10-20,4,0.46,0.47,0.2239
15689,15690,2012-10-20,4,0.44,0.51,0.1045
15690,15691,2012-10-20,4,0.42,0.58,0.0
15691,15692,2012-10-21,4,0.44,0.54,0.1642
15692,15693,2012-10-21,4,0.42,0.58,0.2239
15693,15694,2012-10-21,4,0.4,0.62,0.1642
15694,15695,2012-10-21,4,0.38,0.66,0.0896
15695,15696,2012-10-21,4,0.36,0.71,0.1642
15696,15697,2012-10-21,4,0.38,0.66,0.0896
15697,15698,2012-10-21,4,0.4,0.62,0.0
15698,15699,2012-10-21,4,0.4,0.62,0.0
15699,15700,2012-10-21,4,0.42,0.67,0.0
15700,15701,2012-10-21,4,0.46,0.55,0.1642
15701,15702,2012-10-21,4,0.5,0.48,0.2985
15702,15703,2012-10-21,4,0.52,0.44,0.3284
15703,15704,2012-10-21,4,0.54,0.39,0.3284
15704,15705,2012-10-21,4,0.56,0.37,0.2537
15705,15706,2012-10-21,4,0.56,0.35,0.194
15706,15707,2012-10-21,4,0.56,0.35,0.3284
15707,15708,2012-10-21,4,0.54,0.37,0.2239
15708,15709,2012-10-21,4,0.52,0.39,0.2537
15709,15710,2012-10-21,4,0.52,0.39,0.194
15710,15711,2012-10-21,4,0.5,0.42,0.1642
15711,15712,2012-10-21,4,0.48,0.44,0.194
15712,15713,2012-10-21,4,0.42,0.54,0.1642
15713,15714,2012-10-21,4,0.42,0.54,0.0
15714,15715,2012-10-21,4,0.44,0.54,0.0
15715,15716,2012-10-22,4,0.4,0.62,0.0
15716,15717,2012-10-22,4,0.4,0.71,0.0
15717,15718,2012-10-22,4,0.38,0.71,0.0
15718,15719,2012-10-22,4,0.4,0.62,0.0
15719,15720,2012-10-22,4,0.38,0.66,0.0
15720,15721,2012-10-22,4,0.38,0.76,0.0896
15721,15722,2012-10-22,4,0.36,0.76,0.0896
15722,15723,2012-10-22,4,0.38,0.66,0.0896
15723,15724,2012-10-22,4,0.44,0.67,0.0
15724,15725,2012-10-22,4,0.46,0.63,0.0896
15725,15726,2012-10-22,4,0.5,0.55,0.0
15726,15727,2012-10-22,4,0.56,0.37,0.1642
15727,15728,2012-10-22,4,0.58,0.35,0.0
15728,15729,2012-10-22,4,0.62,0.29,0.1642
15729,15730,2012-10-22,4,0.62,0.27,0.194
15730,15731,2012-10-22,4,0.64,0.29,0.1642
15731,15732,2012-10-22,4,0.62,0.33,0.1642
15732,15733,2012-10-22,4,0.62,0.33,0.1045
15733,15734,2012-10-22,4,0.54,0.64,0.1045
15734,15735,2012-10-22,4,0.52,0.52,0.1045
15735,15736,2012-10-22,4,0.5,0.59,0.1045
15736,15737,2012-10-22,4,0.48,0.67,0.0896
15737,15738,2012-10-22,4,0.46,0.82,0.1343
15738,15739,2012-10-22,4,0.46,0.82,0.1045
15739,15740,2012-10-23,4,0.46,0.88,0.1642
15740,15741,2012-10-23,4,0.46,0.77,0.1642
15741,15742,2012-10-23,4,0.44,0.88,0.1343
15742,15743,2012-10-23,4,0.44,0.77,0.1343
15743,15744,2012-10-23,4,0.42,0.77,0.1045
15744,15745,2012-10-23,4,0.44,0.77,0.0896
15745,15746,2012-10-23,4,0.4,0.82,0.0896
15746,15747,2012-10-23,4,0.44,0.77,0.1045
15747,15748,2012-10-23,4,0.46,0.72,0.0896
15748,15749,2012-10-23,4,0.5,0.72,0.1045
15749,15750,2012-10-23,4,0.54,0.6,0.0
15750,15751,2012-10-23,4,0.6,0.53,0.0
15751,15752,2012-10-23,4,0.62,0.46,0.0896
15752,15753,2012-10-23,4,0.64,0.44,0.0
15753,15754,2012-10-23,4,0.68,0.41,0.1642
15754,15755,2012-10-23,4,0.68,0.41,0.2239
15755,15756,2012-10-23,4,0.68,0.44,0.0896
15756,15757,2012-10-23,4,0.68,0.41,0.0
15757,15758,2012-10-23,4,0.62,0.53,0.0896
15758,15759,2012-10-23,4,0.62,0.57,0.0896
15759,15760,2012-10-23,4,0.58,0.64,0.1343
15760,15761,2012-10-23,4,0.56,0.68,0.0
15761,15762,2012-10-23,4,0.56,0.68,0.1045
15762,15763,2012-10-23,4,0.54,0.73,0.1045
15763,15764,2012-10-24,4,0.54,0.73,0.0896
15764,15765,2012-10-24,4,0.54,0.68,0.0
15765,15766,2012-10-24,4,0.54,0.68,0.0
15766,15767,2012-10-24,4,0.5,0.77,0.0896
15767,15768,2012-10-24,4,0.5,0.77,0.0896
15768,15769,2012-10-24,4,0.5,0.82,0.0
15769,15770,2012-10-24,4,0.48,0.82,0.1045
15770,15771,2012-10-24,4,0.5,0.88,0.0896
15771,15772,2012-10-24,4,0.52,0.83,0.1045
15772,15773,2012-10-24,4,0.52,0.77,0.0896
15773,15774,2012-10-24,4,0.54,0.73,0.0
15774,15775,2012-10-24,4,0.58,0.64,0.0
15775,15776,2012-10-24,4,0.62,0.61,0.0896
15776,15777,2012-10-24,4,0.66,0.54,0.0
15777,15778,2012-10-24,4,0.74,0.3,0.2537
15778,15779,2012-10-24,4,0.7,0.39,0.1045
15779,15780,2012-10-24,4,0.74,0.33,0.1343
15780,15781,2012-10-24,4,0.66,0.47,0.0
15781,15782,2012-10-24,4,0.66,0.44,0.0
15782,15783,2012-10-24,4,0.64,0.53,0.0896
15783,15784,2012-10-24,4,0.62,0.61,0.0896
15784,15785,2012-10-24,4,0.62,0.61,0.1045
15785,15786,2012-10-24,4,0.6,0.64,0.1343
15786,15787,2012-10-24,4,0.58,0.68,0.0896
15787,15788,2012-10-25,4,0.6,0.64,0.1045
15788,15789,2012-10-25,4,0.58,0.68,0.0
15789,15790,2012-10-25,4,0.54,0.77,0.0
15790,15791,2012-10-25,4,0.52,0.88,0.1343
15791,15792,2012-10-25,4,0.52,0.88,0.1045
15792,15793,2012-10-25,4,0.52,0.88,0.1642
15793,15794,2012-10-25,4,0.52,0.88,0.194
15794,15795,2012-10-25,4,0.52,0.88,0.194
15795,15796,2012-10-25,4,0.52,0.83,0.1642
15796,15797,2012-10-25,4,0.52,0.83,0.194
15797,15798,2012-10-25,4,0.54,0.83,0.1343
15798,15799,2012-10-25,4,0.54,0.83,0.1045
15799,15800,2012-10-25,4,0.56,0.78,0.1045
15800,15801,2012-10-25,4,0.56,0.78,0.0
15801,15802,2012-10-25,4,0.6,0.73,0.1343
15802,15803,2012-10-25,4,0.62,0.65,0.1343
15803,15804,2012-10-25,4,0.6,0.69,0.1642
15804,15805,2012-10-25,4,0.6,0.69,0.1642
15805,15806,2012-10-25,4,0.56,0.83,0.1045
15806,15807,2012-10-25,4,0.54,0.83,0.194
15807,15808,2012-10-25,4,0.52,0.88,0.1343
15808,15809,2012-10-25,4,0.52,0.88,0.1343
15809,15810,2012-10-25,4,0.54,0.83,0.0896
15810,15811,2012-10-25,4,0.54,0.83,0.1343
15811,15812,2012-10-26,4,0.54,0.77,0.0
15812,15813,2012-10-26,4,0.52,0.88,0.0896
15813,15814,2012-10-26,4,0.52,0.88,0.1045
15814,15815,2012-10-26,4,0.52,0.88,0.1642
15815,15816,2012-10-26,4,0.52,0.88,0.1642
15816,15817,2012-10-26,4,0.52,0.88,0.1045
15817,15818,2012-10-26,4,0.52,0.88,0.0896
15818,15819,2012-10-26,4,0.52,0.88,0.1045
15819,15820,2012-10-26,4,0.54,0.88,0.1343
15820,15821,2012-10-26,4,0.54,0.88,0.1343
15821,15822,2012-10-26,4,0.54,0.88,0.1045
15822,15823,2012-10-26,4,0.56,0.78,0.1642
15823,15824,2012-10-26,4,0.58,0.73,0.194
15824,15825,2012-10-26,4,0.58,0.68,0.1343
15825,15826,2012-10-26,4,0.6,0.64,0.1343
15826,15827,2012-10-26,4,0.62,0.61,0.1045
15827,15828,2012-10-26,4,0.58,0.73,0.1642
15828,15829,2012-10-26,4,0.56,0.76,0.194
15829,15830,2012-10-26,4,0.56,0.78,0.1343
15830,15831,2012-10-26,4,0.54,0.83,0.1642
15831,15832,2012-10-26,4,0.54,0.83,0.1642
15832,15833,2012-10-26,4,0.54,0.77,0.1343
15833,15834,2012-10-26,4,0.52,0.83,0.1343
15834,15835,2012-10-26,4,0.52,0.83,0.1642
15835,15836,2012-10-27,4,0.5,0.88,0.1343
15836,15837,2012-10-27,4,0.5,0.88,0.1343
15837,15838,2012-10-27,4,0.5,0.88,0.194
15838,15839,2012-10-27,4,0.5,0.88,0.1642
15839,15840,2012-10-27,4,0.5,0.88,0.1642
15840,15841,2012-10-27,4,0.5,0.82,0.194
15841,15842,2012-10-27,4,0.5,0.82,0.194
15842,15843,2012-10-27,4,0.48,0.83,0.194
15843,15844,2012-10-27,4,0.5,0.77,0.2537
15844,15845,2012-10-27,4,0.5,0.77,0.2537
15845,15846,2012-10-27,4,0.54,0.73,0.2836
15846,15847,2012-10-27,4,0.56,0.64,0.2836
15847,15848,2012-10-27,4,0.6,0.53,0.2537
15848,15849,2012-10-27,4,0.6,0.43,0.2537
15849,15850,2012-10-27,4,0.6,0.46,0.2537
15850,15851,2012-10-27,4,0.56,0.6,0.2836
15851,15852,2012-10-27,4,0.56,0.64,0.2836
15852,15853,2012-10-27,4,0.56,0.64,0.2836
15853,15854,2012-10-27,4,0.56,0.64,0.2836
15854,15855,2012-10-27,4,0.52,0.72,0.2239
15855,15856,2012-10-27,4,0.52,0.72,0.2239
15856,15857,2012-10-27,4,0.52,0.72,0.2239
15857,15858,2012-10-27,4,0.52,0.72,0.2537
15858,15859,2012-10-27,4,0.52,0.68,0.3881
15859,15860,2012-10-28,4,0.52,0.68,0.2985
15860,15861,2012-10-28,4,0.5,0.72,0.2836
15861,15862,2012-10-28,4,0.5,0.68,0.2985
15862,15863,2012-10-28,4,0.5,0.63,0.3284
15863,15864,2012-10-28,4,0.5,0.63,0.3582
15864,15865,2012-10-28,4,0.5,0.63,0.2985
15865,15866,2012-10-28,4,0.5,0.59,0.3284
15866,15867,2012-10-28,4,0.5,0.59,0.2985
15867,15868,2012-10-28,4,0.5,0.59,0.5522
15868,15869,2012-10-28,4,0.5,0.55,0.4179
15869,15870,2012-10-28,4,0.48,0.51,0.4179
15870,15871,2012-10-28,4,0.5,0.51,0.3881
15871,15872,2012-10-28,4,0.48,0.59,0.4925
15872,15873,2012-10-28,4,0.48,0.59,0.4179
15873,15874,2012-10-28,4,0.5,0.59,0.4478
15874,15875,2012-10-28,4,0.5,0.63,0.4925
15875,15876,2012-10-28,4,0.48,0.67,0.4627
15876,15877,2012-10-28,4,0.46,0.77,0.5224
15877,15878,2012-10-28,4,0.42,0.94,0.4925
15878,15879,2012-10-28,4,0.42,0.94,0.3582
15879,15880,2012-10-28,4,0.42,0.94,0.4627
15880,15881,2012-10-28,4,0.44,0.88,0.4179
15881,15882,2012-10-28,4,0.44,0.88,0.3582
15882,15883,2012-10-28,4,0.42,0.94,0.3582
15883,15884,2012-10-29,4,0.44,0.88,0.3582
15884,15885,2012-10-30,4,0.3,0.81,0.3582
15885,15886,2012-10-30,4,0.3,0.81,0.3582
15886,15887,2012-10-30,4,0.3,0.87,0.2537
15887,15888,2012-10-30,4,0.3,0.87,0.2537
15888,15889,2012-10-30,4,0.3,0.87,0.2239
15889,15890,2012-10-30,4,0.3,0.87,0.1343
15890,15891,2012-10-30,4,0.5,0.68,0.194
15891,15892,2012-10-30,4,0.3,0.81,0.194
15892,15893,2012-10-30,4,0.3,0.87,0.1045
15893,15894,2012-10-30,4,0.3,0.81,0.1343
15894,15895,2012-10-30,4,0.3,0.81,0.1343
15895,15896,2012-10-31,4,0.3,0.81,0.1045
15896,15897,2012-10-31,4,0.3,0.81,0.0896
15897,15898,2012-10-31,4,0.3,0.81,0.1343
15898,15899,2012-10-31,4,0.3,0.81,0.1045
15899,15900,2012-10-31,4,0.3,0.87,0.194
15900,15901,2012-10-31,4,0.3,0.81,0.1343
15901,15902,2012-10-31,4,0.3,0.81,0.1642
15902,15903,2012-10-31,4,0.3,0.87,0.1343
15903,15904,2012-10-31,4,0.32,0.81,0.1343
15904,15905,2012-10-31,4,0.34,0.76,0.1343
15905,15906,2012-10-31,4,0.36,0.71,0.2836
15906,15907,2012-10-31,4,0.36,0.66,0.2239
15907,15908,2012-10-31,4,0.4,0.58,0.194
15908,15909,2012-10-31,4,0.42,0.5,0.2239
15909,15910,2012-10-31,4,0.42,0.5,0.2239
15910,15911,2012-10-31,4,0.42,0.54,0.1642
15911,15912,2012-10-31,4,0.42,0.54,0.2239
15912,15913,2012-10-31,4,0.4,0.58,0.1642
15913,15914,2012-10-31,4,0.4,0.58,0.1642
15914,15915,2012-10-31,4,0.4,0.5,0.194
15915,15916,2012-10-31,4,0.4,0.5,0.194
15916,15917,2012-10-31,4,0.4,0.5,0.194
15917,15918,2012-10-31,4,0.36,0.57,0.1343
15918,15919,2012-10-31,4,0.36,0.57,0.0896
15919,15920,2012-11-01,4,0.36,0.57,0.0896
15920,15921,2012-11-01,4,0.3,0.75,0.1045
15921,15922,2012-11-01,4,0.32,0.66,0.1343
15922,15923,2012-11-01,4,0.34,0.61,0.1343
15923,15924,2012-11-01,4,0.34,0.66,0.1045
15924,15925,2012-11-01,4,0.34,0.66,0.1343
15925,15926,2012-11-01,4,0.34,0.61,0.1642
15926,15927,2012-11-01,4,0.36,0.57,0.1642
15927,15928,2012-11-01,4,0.36,0.56,0.1045
15928,15929,2012-11-01,4,0.36,0.57,0.1045
15929,15930,2012-11-01,4,0.36,0.62,0.194
15930,15931,2012-11-01,4,0.36,0.62,0.194
15931,15932,2012-11-01,4,0.38,0.62,0.1642
15932,15933,2012-11-01,4,0.4,0.58,0.1642
15933,15934,2012-11-01,4,0.4,0.5,0.2239
15934,15935,2012-11-01,4,0.4,0.54,0.1642
15935,15936,2012-11-01,4,0.4,0.54,0.1642
15936,15937,2012-11-01,4,0.4,0.5,0.2239
15937,15938,2012-11-01,4,0.4,0.5,0.1642
